L_65Y4BT	654.60	786.85	919.10	83.19	52
L_66015Y	250.60	250.60	250.60	100.00	30
L_660S37	1146.39	1226.90	1307.41	93.44	37
L_6619S0	331.18	397.90	464.62	83.23	32
L_6654KT	986.59	1045.15	1103.71	94.40	42
L_66574T	658.11	889.10	1120.09	74.02	47
L_666HLB	2940.48	3160.35	3380.22	93.04	42
L_666WXC	518.82	539.35	559.88	96.19	40
L_667RQV	2735.71	2894.50	3053.29	94.51	43
L_66891T	314.63	340.95	367.27	92.28	30
L_669HVD	617.99	642.45	666.91	96.19	34
L_66FZG0	442.14	573.35	704.56	77.12	40
L_66H1QH	1182.13	1244.40	1306.67	95.00	35
L_66H3Q1	101.95	146.50	191.05	69.59	38
L_66L234	454.21	655.40	856.59	69.30	39
L_66MDT3	763.08	795.40	827.72	95.94	33
L_66NC7Z	1417.78	1612.15	1806.52	87.94	30
L_66T3ND	783.72	802.40	821.08	97.67	33
L_66T9MR	1096.77	1121.75	1146.73	97.77	34
L_66XSCN	1049.67	1115.50	1181.33	94.10	33
L_66YJKD	677.11	737.45	797.79	91.82	36
L_66YWM3	524.01	559.00	593.99	93.74	29
L_67131P	1787.27	1929.90	2072.53	92.61	32
L_674PJ7	327.37	378.30	429.23	86.54	30
L_678M8B	1243.01	1324.70	1406.39	93.83	40
L_679B73	991.34	1088.75	1186.16	91.05	32
L_67B81G	377.04	399.50	421.96	94.38	40
L_67DJ3Z	669.74	1171.30	1672.86	57.18	39
L_67DN5H	286.26	900.50	1514.74	31.79	41
L_67FRZT	540.51	601.00	661.49	89.94	33
L_67FYQN	503.96	523.60	543.24	96.25	32
L_67HC9F	1001.94	1073.40	1144.86	93.34	40
L_67PTMQ	209.91	295.75	381.59	70.97	28
L_67RW79	1562.55	1669.15	1775.75	93.61	28
L_67S6MT	97.32	137.20	177.08	70.93	15
L_67TP5Q	316.06	336.15	356.24	94.02	36
L_67VCYQ	273.72	295.00	316.28	92.79	30
L_67XRG1	489.35	519.30	549.25	94.23	36
L_67YSHH	165.54	170.80	176.06	96.92	32
L_67YYHY	100.32	112.40	124.48	89.25	34
L_680NQH	154.27	168.50	182.73	91.55	31
L_681KQ2	700.82	775.10	849.38	90.42	37
L_681RG8	1466.82	1594.55	1722.28	91.99	36
L_682HZ8	746.10	810.30	874.50	92.08	31
L_682ZL3	658.39	670.40	682.41	98.21	31
L_687QGL	507.82	556.15	604.48	91.31	34
L_6885MC	777.00	815.70	854.40	95.26	29
L_6886H3	486.25	593.00	699.75	82.00	38
L_688M3C	40.14	295.00	549.86	13.61	21
L_6890Q5	151.02	235.45	319.88	64.14	24
L_689PH7	596.53	629.30	662.07	94.79	17
L_68D5YB	723.90	772.60	821.30	93.70	32
L_68DYH7	324.91	332.25	339.59	97.79	28
L_68GC98	372.83	400.70	428.57	93.04	29
L_68HV4X	96.25	351.70	607.15	27.37	47
L_68JHQN	1532.47	1666.20	1799.93	91.97	31
L_68KLXQ	1169.90	1263.30	1356.70	92.61	31
L_68LP2S	589.46	607.70	625.94	97.00	31
L_68MTPN	477.92	497.05	516.18	96.15	28
L_68NGX6	673.19	689.50	705.81	97.63	18
L_68R77C	72.79	102.00	131.21	71.37	22
L_68WBC5	572.64	631.50	690.36	90.68	29
L_68WFNJ	273.56	331.60	389.64	82.50	32
L_68Z0J1	1253.81	1348.70	1443.59	92.96	29
L_6907H6	372.88	452.50	532.12	82.41	36
L_692GTP	220.27	251.70	283.13	87.51	45
L_695L5H	417.26	475.30	533.34	87.79	26
L_697QZ5	208.99	257.25	305.51	81.24	30
L_698S0M	304.77	336.20	367.63	90.65	32
L_699F80	122.55	471.70	820.85	25.98	53
L_699SQM	1199.17	1273.00	1346.83	94.20	32
L_69B1MC	387.65	419.30	450.95	92.45	28
L_69BMJC	202.78	230.50	258.22	87.97	29
L_69C24N	1357.57	1403.60	1449.63	96.72	28
L_69DB15	556.05	611.50	666.95	90.93	33
L_69DCB4	1225.06	1342.70	1460.34	91.24	32
L_69DJ8Y	460.74	507.15	553.56	90.85	30
L_69F7S6	693.53	738.60	783.67	93.90	27
L_69HQRZ	21.07	146.20	271.33	14.41	32
L_69J0Z6	77.07	104.50	131.93	73.75	25
L_69V70Y	866.20	908.90	951.60	95.30	33
L_69VY1Y	220.39	266.50	312.61	82.70	31
L_69XR15	853.27	874.55	895.83	97.57	30
L_69XWZ9	210.82	225.20	239.58	93.61	31
L_69Z6QT	1078.96	1105.80	1132.64	97.57	29
L_69ZQX7	8.54	146.20	283.86	5.84	8
L_6B2LYF	64.88	84.90	104.92	76.43	26
L_6B42J3	747.95	777.90	807.85	96.15	28
L_6B6T3N	1832.05	2117.60	2403.15	86.52	34
L_6B9DGB	62.13	200.60	339.07	30.97	5
L_6BFHQX	838.15	846.90	855.65	98.97	27
L_6BGBJM	851.38	884.00	916.62	96.31	34
L_6BGZ6J	610.00	630.90	651.80	96.69	31
L_6BN1QJ	352.72	364.80	376.88	96.69	30
L_6BP5XP	556.96	600.25	643.54	92.79	34
L_6BVCS9	509.08	605.60	702.12	84.06	37
L_6BVRG2	334.70	347.60	360.50	96.29	31
L_6BWYV4	771.46	899.70	1027.94	85.75	33
L_6BYM1H	1596.57	1922.15	2247.73	83.06	36
L_6BYW5Z	396.45	441.60	486.75	89.78	36
L_6C2LQD	2137.03	2318.20	2499.37	92.18	39
L_6C4X0R	1928.25	2030.40	2132.55	94.97	37
L_6C5XZN	1119.34	1144.40	1169.46	97.81	27
L_6C5YY1	672.13	696.00	719.87	96.57	33
L_6C8W9J	45.83	123.15	200.47	37.22	122
L_6CC604	488.82	541.90	594.98	90.21	33
L_6CD3VD	526.13	558.60	591.07	94.19	28
L_6CD6YQ	613.81	640.05	666.29	95.90	28
L_6CDPPJ	497.24	511.25	525.26	97.26	34
L_6CFHBV	1824.26	1888.60	1952.94	96.59	35
L_6CGMJL	727.26	802.95	878.64	90.57	28
L_6CHNWW	412.87	487.30	561.73	84.73	35
L_6CNJQB	682.87	727.20	771.53	93.90	30
L_6CQ999	1000.55	1030.50	1060.45	97.09	39
L_6CQXM4	329.33	387.60	445.87	84.97	33
L_6CRZZM	345.68	365.70	385.72	94.53	29
L_6CV8QR	575.48	629.00	682.52	91.49	35
L_6CZ3S0	711.28	739.00	766.72	96.25	27
L_6CZ9BL	1028.68	1079.90	1131.12	95.26	32
L_6D054V	257.46	282.00	306.54	91.30	32
L_6D2Y1J	816.58	953.05	1089.52	85.68	30
L_6D6SVF	23.43	120.10	216.77	19.51	77
L_6D6TL1	1051.02	1091.20	1131.38	96.32	52
L_6D70Q0	428.94	471.05	513.16	91.06	36
L_6D7C33	228.43	278.10	327.77	82.14	14
L_6D7QDS	33.79	115.85	197.91	29.17	24
L_6DBMVB	81.49	157.10	232.71	51.87	5
L_6DD1PS	726.56	752.95	779.34	96.50	34
L_6DD364	758.56	851.15	943.74	89.12	32
L_6DDD0L	1137.17	1228.50	1319.83	92.57	31
L_6DFJ8T	-152.79	483.10	1118.99	-31.63	67
L_6DGHRM	694.78	842.60	990.42	82.46	31
L_6DGPPD	32.53	85.90	139.27	37.87	27
L_6DHLP9	1097.69	1147.95	1198.21	95.62	34
L_6DJC8Q	332.66	350.15	367.64	95.00	28
L_6DL7SR	1486.98	1732.50	1978.02	85.83	31
L_6DMRM1	1491.36	1628.95	1766.54	91.55	42
L_6DMXYF	261.62	305.80	349.98	85.55	19
L_6DP0CF	63.19	109.30	155.41	57.81	4
L_6DQPDG	715.12	776.35	837.58	92.11	34
L_6DRT7R	754.77	790.65	826.53	95.46	30
L_6DY3PW	-126.20	378.25	882.70	-33.37	2
L_6DY8C5	522.06	637.70	753.34	81.87	33
L_6DZWY0	270.18	381.45	492.72	70.83	40
L_6F030F	1368.56	1403.70	1438.84	97.50	31
L_6F1H35	481.34	529.75	578.16	90.86	34
L_6F1Q62	363.43	387.00	410.57	93.91	29
L_6F5Q5B	811.59	861.55	911.51	94.20	32
L_6F8T8B	220.96	696.80	1172.64	31.71	44
L_6FHQJR	-39.84	186.85	413.54	-21.32	16
L_6FKX75	691.62	757.00	822.38	91.36	31
L_6FM5MN	124.46	155.45	186.44	80.07	20
L_6FRY9Q	547.73	558.70	569.67	98.04	26
L_6FYLTL	591.49	654.35	717.21	90.39	36
L_6G00SP	453.69	512.10	570.51	88.59	33
L_6G2J6W	1128.90	1281.90	1434.90	88.06	35
L_6G37Z6	228.54	262.20	295.86	87.16	29
L_6G3J1X	168.24	254.90	341.56	66.00	14
L_6G5QTY	781.69	832.10	882.51	93.94	37
L_6G83V5	613.24	665.50	717.76	92.15	34
L_6G91YL	1308.37	1410.30	1512.23	92.77	34
L_6GFQYP	668.67	704.70	740.73	94.89	27
L_6GJSK6	1068.37	1167.70	1267.03	91.49	43
L_6GK5XL	1158.21	1323.30	1488.39	87.52	34
L_6GLH7M	1096.75	1148.05	1199.35	95.53	46
L_6GLPSX	977.88	1056.90	1135.92	92.52	33
L_6GP2QN	1261.89	1316.75	1371.61	95.83	34
L_6GPLBX	82.72	267.90	453.08	30.88	20
L_6GQ67V	1232.05	1334.20	1436.35	92.34	35
L_6GRP5F	976.46	1989.15	3001.84	49.09	56
L_6GVWVH	1089.66	1557.20	2024.74	69.98	52
L_6GYXRW	267.04	291.35	315.66	91.65	32
L_6H0MWG	243.32	274.60	305.88	88.61	31
L_6H0RHR	19.64	29.80	39.96	65.92	24
L_6H0Z5Y	201.63	208.30	214.97	96.80	26
L_6H1RT9	579.18	634.70	690.22	91.25	32
L_6H23FM	741.79	758.10	774.41	97.85	29
L_6H3KH5	431.08	455.10	479.12	94.72	30
L_6H4V1D	804.13	866.40	928.67	92.81	27
L_6H5CH1	418.41	440.80	463.19	94.92	31
L_6H92YQ	479.50	500.40	521.30	95.82	27
L_6HDZ8Z	424.49	474.60	524.71	89.44	34
L_6HF2D8	453.14	528.90	604.66	85.68	37
L_6HJ4MJ	238.01	268.70	299.39	88.58	26
L_6HJMB2	1880.50	2208.30	2536.10	85.16	35
L_6HMC1G	228.91	282.80	336.69	80.94	40
L_6HMSS6	681.31	737.80	794.29	92.34	30
L_6HS7F2	2069.42	2113.75	2158.08	97.90	34
L_6HSKM5	102.04	156.60	211.16	65.16	16
L_6HT5QY	1026.82	1070.70	1114.58	95.90	30
L_6HXVF6	582.49	662.25	742.01	87.96	38
L_6HY6RC	-209.97	679.15	1568.27	-30.92	46
L_6HYQ8Y	219.26	392.65	566.04	55.84	12
L_6J47KB	59.58	130.60	201.62	45.62	15
L_6J7082	410.45	461.90	513.35	88.86	33
L_6J8FR0	433.56	453.35	473.14	95.63	26
L_6J8KXD	167.49	175.50	183.51	95.44	29
L_6J9F9X	790.63	836.00	881.37	94.57	33
L_6J9RBV	702.39	735.60	768.81	95.49	26
L_6JCKSG	778.02	821.90	865.78	94.66	35
L_6JCLG7	1222.42	1356.60	1490.78	90.11	31
L_6JDZRQ	1053.19	1109.90	1166.61	94.89	50
L_6JGCBF	846.18	972.50	1098.82	87.01	35
L_6JHBJG	2.23	149.30	296.37	1.49	5
L_6JHJQW	292.50	300.80	309.10	97.24	31
L_6JLPVR	129.48	166.10	202.72	77.95	15
L_6JLZXK	369.27	392.10	414.93	94.18	27
L_6JMH91	627.37	661.10	694.83	94.90	32
L_6JP0BZ	837.92	984.70	1131.48	85.09	34
L_6JRJ8M	58.03	220.00	381.97	26.38	90
L_6JRQDG	877.69	965.90	1054.11	90.87	29
L_6JS7ZM	143.26	148.30	153.34	96.60	31
L_6JTKNQ	450.40	535.20	620.00	84.15	41
L_6JWM4W	859.06	921.70	984.34	93.20	34
L_6JX6MT	519.78	556.25	592.72	93.44	26
L_6K5N99	1078.84	1128.80	1178.76	95.57	31
L_6K755F	416.09	577.40	738.71	72.06	31
L_6K8RRF	714.67	761.00	807.33	93.91	26
L_6K8XQF	436.05	457.40	478.75	95.33	17
L_6K9FDH	675.87	1107.90	1539.93	61.00	36
L_6K9LVQ	315.09	329.55	344.01	95.61	28
L_6KBNSN	1257.36	1287.90	1318.44	97.63	25
L_6KC936	196.67	217.35	238.03	90.48	26
L_6KG1CD	200.33	219.60	238.87	91.22	33
L_6KHW1R	458.38	514.20	570.02	89.14	54
L_6KHYDV	573.95	633.40	692.85	90.61	35
L_6KJ10M	461.41	670.90	880.39	68.77	45
L_6KNRHJ	135.49	471.45	807.41	28.74	6
L_6KQRHF	678.29	769.40	860.51	88.16	30
L_6KRYVF	837.73	869.90	902.07	96.30	25
L_6KRZKW	1861.39	2028.55	2195.71	91.76	36
L_6KSBLW	534.73	750.30	965.87	71.27	83
L_6KSR4R	347.68	435.60	523.52	79.82	26
L_6KTS18	436.77	519.20	601.63	84.12	25
L_6KVKV2	261.56	279.50	297.44	93.58	31
L_6KVQGL	165.95	178.40	190.85	93.02	30
L_6KXJQD	70.29	208.25	346.21	33.75	24
L_6L00P2	656.10	715.70	775.30	91.67	46
L_6L1TVG	125.15	183.05	240.95	68.37	10
L_6L1XV9	654.94	1144.35	1633.76	57.23	34
L_6L2ZKT	146.39	273.15	399.91	53.59	16
L_6L6F8L	547.67	587.70	627.73	93.19	33
L_6L6PK7	740.49	940.20	1139.91	78.76	21
L_6L72TZ	462.01	471.35	480.69	98.02	30
L_6L74M0	1000.23	1098.45	1196.67	91.06	32
L_6LCZKN	-59.81	365.40	790.61	-16.37	31
L_6LD4DS	889.88	905.30	920.72	98.30	34
L_6LG2C3	825.19	1011.40	1197.61	81.59	37
L_6LGK8K	122.97	124.60	126.23	98.69	12
L_6LKDGF	668.83	850.30	1031.77	78.66	18
L_6LLLHM	2869.66	3183.60	3497.54	90.14	50
L_6LP1B8	114.65	122.80	130.95	93.36	29
L_6LRBCB	608.67	644.85	681.03	94.39	26
L_6LRLK6	1082.13	1135.50	1188.87	95.30	33
L_6LRV56	163.23	178.50	193.77	91.44	27
L_6LTYZD	1336.62	1384.95	1433.28	96.51	28
L_6LVSBV	524.18	584.30	644.42	89.71	30
L_6LWN3V	3338.85	4178.30	5017.75	79.91	38
L_6LX013	480.84	662.90	844.96	72.54	40
L_6LXYS5	576.20	633.35	690.50	90.98	30
L_6LYSHV	517.07	551.10	585.13	93.83	26
L_6LZLRB	681.14	769.80	858.46	88.48	33
L_6M00D1	441.68	470.00	498.32	93.97	31
L_6M081S	264.19	323.20	382.21	81.74	33
L_6M47DB	176.22	211.80	247.38	83.20	34
L_6M526H	620.65	722.80	824.95	85.87	17
L_6M54J7	554.34	595.70	637.06	93.06	31
L_6M7C38	1078.47	1276.10	1473.73	84.51	17
L_6M9TX5	87.76	126.60	165.44	69.32	39
L_6MBK3S	143.57	162.40	181.23	88.41	17
L_6MBKDL	194.69	219.30	243.91	88.78	36
L_6MBLJD	82.33	93.45	104.57	88.10	18
L_6MC90X	675.80	718.50	761.20	94.06	32
L_6MF5CN	781.90	941.50	1101.10	83.05	34
L_6ML4ZM	417.32	461.95	506.58	90.34	46
L_6MM7W3	505.80	556.50	607.20	90.89	31
L_6MN6S8	715.53	926.80	1138.07	77.20	35
L_6MNSSK	135.07	143.00	150.93	94.45	32
L_6MRKNR	1296.44	1640.70	1984.96	79.02	19
L_6MS9LL	996.30	1085.85	1175.40	91.75	44
L_6MTH9H	735.88	781.10	826.32	94.21	17
L_6MV6J0	688.25	864.75	1041.25	79.59	48
L_6MVPL8	254.38	290.70	327.02	87.50	66
L_6MWRC0	554.35	650.20	746.05	85.26	40
L_6N29D7	1594.30	1777.85	1961.40	89.68	40
L_6N2HBJ	32.93	84.45	135.97	38.99	16
L_6N3HFM	173.39	223.50	273.61	77.58	14
L_6N4MF8	656.91	977.60	1298.29	67.20	32
L_6N4NWB	537.06	1436.70	2336.34	37.38	17
L_6N4WDV	1146.75	1283.30	1419.85	89.36	35
L_6N5FYK	1055.20	1132.30	1209.40	93.19	33
L_6N6JWP	657.46	833.30	1009.14	78.90	32
L_6N9BK7	260.28	349.75	439.22	74.42	30
L_6NB726	527.18	547.20	567.22	96.34	37
L_6NBQPN	529.57	574.20	618.83	92.23	33
L_6NGL5D	-66.94	232.40	531.74	-28.80	17
L_6NL0TM	1042.49	1160.80	1279.11	89.81	47
L_6NNDS2	909.60	931.10	952.60	97.69	31
L_6NQ9NR	436.31	471.30	506.29	92.58	31
L_6NQH03	270.18	334.15	398.12	80.85	34
L_6NS0M9	278.47	503.90	729.33	55.26	12
L_6NVP8T	1950.54	2088.05	2225.56	93.41	30
L_6NW3DC	143.56	157.20	170.84	91.32	28
L_6NWS6R	703.16	776.10	849.04	90.60	57
L_6NX5MS	507.48	514.00	520.52	98.73	30
L_6P1GXT	197.62	480.20	762.78	41.15	59
L_6P2JVV	485.97	504.80	523.63	96.27	32
L_6P2Z3X	515.59	557.40	599.21	92.50	29
L_6P4QDX	1588.28	1675.90	1763.52	94.77	32
L_6P6GHB	7.90	77.95	148.00	10.13	8
L_6P746Y	914.39	968.65	1022.91	94.40	32
L_6P7CVX	2449.85	2490.70	2531.55	98.36	28
L_6P7Q20	268.30	426.20	584.10	62.95	17
L_6P948M	266.98	269.65	272.32	99.01	30
L_6P97XC	1617.10	1744.90	1872.70	92.68	32
L_6PB8FX	274.97	315.00	355.03	87.29	29
L_6PDM93	1102.14	1148.40	1194.66	95.97	29
L_6PDS1K	266.48	275.30	284.12	96.80	28
L_6PDVV9	2117.71	2216.90	2316.09	95.53	35
L_6PF1NR	1044.56	1075.10	1105.64	97.16	33
L_6PH3KF	1703.11	2285.40	2867.69	74.52	28
L_6PJ0TH	414.59	418.00	421.41	99.18	30
L_6PJVR9	1007.34	1104.90	1202.46	91.17	37
L_6PKLB6	741.57	779.30	817.03	95.16	32
L_6PKVDY	347.01	407.65	468.29	85.12	32
L_6PLZWX	1045.63	1073.80	1101.97	97.38	29
L_6PM7WG	757.07	826.60	896.13	91.59	34
L_6PNHDQ	956.66	1141.10	1325.54	83.84	56
L_6PPZPK	970.00	974.60	979.20	99.53	34
L_6PRZWG	213.02	242.60	272.18	87.81	36
L_6PTMV9	190.74	228.55	266.36	83.46	18
L_6PTR16	367.37	390.50	413.63	94.08	31
L_6PY7X8	378.26	460.40	542.54	82.16	29
L_6Q2B18	1902.71	2001.60	2100.49	95.06	32
L_6Q2QTG	1468.76	1516.65	1564.54	96.84	30
L_6Q550P	218.52	250.10	281.68	87.37	41
L_6Q62VK	459.71	469.20	478.69	97.98	29
L_6Q8HX0	660.32	715.10	769.88	92.34	32
L_6Q93Z9	810.40	840.20	870.00	96.45	33
L_6QB5N2	1284.39	1419.90	1555.41	90.46	40
L_6QC6K4	834.30	987.30	1140.30	84.50	43
L_6QDPVF	176.51	190.30	204.09	92.75	19
L_6QFQ04	506.08	517.50	528.92	97.79	31
L_6QGQV6	1262.17	1361.95	1461.73	92.67	32
L_6QJTKS	670.34	938.10	1205.86	71.46	36
L_6QKTHL	471.80	480.25	488.70	98.24	30
L_6QLJ4S	1158.06	1304.10	1450.14	88.80	35
L_6QM9VG	203.74	292.40	381.06	69.68	32
L_6QMB1F	811.34	896.00	980.66	90.55	39
L_6QNKN1	1117.84	1176.85	1235.86	94.99	36
L_6QPB1J	221.67	231.60	241.53	95.71	27
L_6QRTL5	759.25	821.00	882.75	92.48	36
L_6QSVBZ	537.69	540.80	543.91	99.42	33
L_6QVBX6	792.53	833.60	874.67	95.07	43
L_6QW2FN	13.30	147.10	280.90	9.04	28
L_6QX5B6	1231.38	1412.70	1594.02	87.16	49
L_6QXM34	284.06	304.00	323.94	93.44	30
L_6QYDZK	1275.64	1308.55	1341.46	97.48	30
L_6R0904	1378.57	1571.90	1765.23	87.70	53
L_6R0SCN	408.49	427.10	445.71	95.64	30
L_6R170L	-108.52	290.30	689.12	-37.38	61
L_6R9RPH	838.63	866.50	894.37	96.78	31
L_6RF4JS	516.78	562.00	607.22	91.95	31
L_6RFNNR	345.92	434.80	523.68	79.56	36
L_6RFYLF	276.68	432.95	589.22	63.91	20
L_6RG8QX	780.95	930.10	1079.25	83.96	29
L_6RGCX3	624.27	715.30	806.33	87.27	31
L_6RJQ6Q	2012.34	2075.20	2138.06	96.97	41
L_6RL7DK	243.45	470.95	698.45	51.69	38
L_6RMHK6	987.55	1012.90	1038.25	97.50	35
L_6RNHXK	76.16	260.60	445.04	29.23	5
L_6RNLR0	559.72	744.90	930.08	75.14	41
L_6RVJR5	59.28	151.20	243.12	39.21	17
L_6RWLBX	1027.51	1072.95	1118.39	95.76	34
L_6RWXTY	702.74	723.35	743.96	97.15	32
L_6SBM66	251.73	292.20	332.67	86.15	16
L_6SCN3W	830.10	881.10	932.10	94.21	42
L_6SCWXG	-6.95	108.40	223.75	-6.41	15
L_6SFZCN	781.53	869.30	957.07	89.90	29
L_6SJN95	1157.55	1293.50	1429.45	89.49	41
L_6SKPFP	579.69	604.60	629.51	95.88	34
L_6SM8VK	188.55	352.15	515.75	53.54	14
L_6SXP9H	969.82	1093.25	1216.68	88.71	34
L_6T0RQC	348.52	356.75	364.98	97.69	30
L_6T0TRN	571.31	613.05	654.79	93.19	36
L_6T27XP	370.39	438.00	505.61	84.56	35
L_6T3X78	963.41	1002.40	1041.39	96.11	30
L_6T4RLD	1079.17	1225.80	1372.43	88.04	41
L_6T4SQZ	631.42	654.85	678.28	96.42	34
L_6T59F6	1120.10	1149.60	1179.10	97.43	37
L_6T8SRM	23.67	49.10	74.53	48.21	54
L_6T8TWQ	1691.21	1817.45	1943.69	93.05	34
L_6T9TKV	190.16	194.90	199.64	97.57	31
L_6TB4WZ	1122.43	1231.25	1340.07	91.16	34
L_6TD8KZ	460.69	485.60	510.51	94.87	31
L_6TF920	69.92	127.00	184.08	55.06	26
L_6TFFBV	1258.96	1293.50	1328.04	97.33	29
L_6TGHRT	16.56	51.10	85.64	32.40	65
L_6TH0M9	548.11	634.10	720.09	86.44	31
L_6TH1HH	658.30	749.85	841.40	87.79	28
L_6THYSW	2164.62	2426.30	2687.98	89.21	29
L_6TJJHJ	743.19	865.50	987.81	85.87	37
L_6TKRYM	34.97	70.70	106.43	49.46	3
L_6TLR7Z	809.25	847.35	885.45	95.50	28
L_6TN71V	1585.64	1652.80	1719.96	95.94	35
L_6TP141	948.36	1017.00	1085.64	93.25	33
L_6TP95T	317.50	330.40	343.30	96.10	34
L_6TPLZV	40.41	292.30	544.19	13.82	47
L_6TQ7DH	25.66	47.75	69.84	53.74	174
L_6TQ7P5	691.82	736.30	780.78	93.96	35
L_6TQFTG	898.64	1032.30	1165.96	87.05	36
L_6TS93T	804.45	834.70	864.95	96.38	31
L_6TTH53	651.27	870.55	1089.83	74.81	38
L_6TTSFS	1178.58	1356.20	1533.82	86.90	29
L_6TVNK7	385.68	959.30	1532.92	40.20	37
L_6TVS15	95.42	118.10	140.78	80.79	2
L_6V1098	1385.01	1466.70	1548.39	94.43	32
L_6V2QYT	250.79	486.15	721.51	51.59	16
L_6V4RKJ	150.83	177.00	203.17	85.22	26
L_6V4TZ6	560.51	595.80	631.09	94.08	57
L_6V7Q8M	1030.98	1076.20	1121.42	95.80	37
L_6V7XR7	837.26	871.80	906.34	96.04	35
L_6V8J5Z	549.70	609.30	668.90	90.22	33
L_6V8XTQ	1782.00	1880.30	1978.60	94.77	31
L_6VB8DZ	302.71	307.90	313.09	98.31	27
L_6VBGYV	259.48	270.45	281.42	95.94	32
L_6VFN3R	293.42	470.00	646.58	62.43	19
L_6VFZ9C	655.75	694.30	732.85	94.45	31
L_6VRMNQ	141.86	146.90	151.94	96.57	29
L_6VSVPW	738.65	904.70	1070.75	81.65	35
L_6VWW8G	186.22	190.00	193.78	98.01	28
L_6VYLC9	1155.02	1212.40	1269.78	95.27	29
L_6W00ZS	431.58	468.50	505.42	92.12	31
L_6W133C	151.80	158.40	165.00	95.83	26
L_6W1R63	1112.77	1229.30	1345.83	90.52	37
L_6W30ML	508.74	525.20	541.66	96.87	33
L_6W3YRD	248.70	329.50	410.30	75.48	19
L_6W54GH	151.46	174.00	196.54	87.05	18
L_6W68F8	1658.89	1705.30	1751.71	97.28	29
L_6W89ZX	887.10	1151.30	1415.50	77.05	32
L_6W9Z52	-40.12	149.80	339.72	-26.78	37
L_6WKQMR	115.79	138.40	161.01	83.66	26
L_6WKW46	917.47	1142.90	1368.33	80.28	32
L_6WKZNW	414.95	476.85	538.75	87.02	26
L_6WMYSH	1118.49	1132.20	1145.91	98.79	32
L_6WN0LG	297.74	335.10	372.46	88.85	27
L_6WR175	220.20	352.60	485.00	62.45	17
L_6WR6ZH	574.47	678.10	781.73	84.72	26
L_6WR8TX	1030.10	1070.95	1111.80	96.19	28
L_6WS5BX	652.91	700.20	747.49	93.25	31
L_6WTGH9	-54.73	545.95	1146.63	-10.02	56
L_6WYZJS	283.95	326.20	368.45	87.05	31
L_6X460T	562.88	582.30	601.72	96.66	34
L_6X7LDK	450.23	597.30	744.37	75.38	36
L_6X9KKB	685.19	714.10	743.01	95.95	35
L_6XCKPY	-29.97	275.30	580.57	-10.89	25
L_6XD732	520.77	695.05	869.33	74.93	40
L_6XDTRM	487.94	585.20	682.46	83.38	33
L_6XFGFH	204.97	257.45	309.93	79.61	30
L_6XG3YD	457.73	570.70	683.67	80.20	35
L_6XHV9Y	767.64	832.65	897.66	92.19	40
L_6XKW8D	952.45	1020.65	1088.85	93.32	34
L_6XNGCG	1195.74	1293.15	1390.56	92.47	34
L_6XNRR4	631.44	658.35	685.26	95.91	34
L_6XPSXX	378.74	446.20	513.66	84.88	33
L_6XR5RX	199.98	232.30	264.62	86.09	30
L_6XRK9W	447.68	473.25	498.82	94.60	32
L_6XRN1D	441.05	599.10	757.15	73.62	27
L_6XSHYK	1025.55	1068.40	1111.25	95.99	29
L_6XSJWV	1152.76	1166.40	1180.04	98.83	29
L_6XV0KJ	670.19	728.60	787.01	91.98	38
L_6XY1S2	895.77	959.15	1022.53	93.39	26
L_6Y4Y7C	108.94	193.60	278.26	56.27	44
L_6Y9BN2	643.32	723.90	804.48	88.87	30
L_6YB4W9	1412.05	1493.00	1573.95	94.58	35
L_6YFSYY	-44.07	342.00	728.07	-12.89	17
L_6YH9RG	348.14	387.35	426.56	89.88	28
L_6YLX3Y	615.42	738.70	861.98	83.31	40
L_6YN907	950.57	1003.20	1055.83	94.75	29
L_6YNKZL	177.72	366.60	555.48	48.48	17
L_6YPM1P	658.81	821.90	984.99	80.16	33
L_6YQ8CS	1132.09	1361.60	1591.11	83.14	41
L_6YT7F8	547.11	716.35	885.59	76.37	34
L_6YV7HW	451.13	491.60	532.07	91.77	31
L_6YWQ7C	1159.97	1400.60	1641.23	82.82	32
L_6YWZFN	79.85	135.30	190.75	59.02	17
L_6Z2L4P	-52.74	472.40	997.54	-11.16	27
L_6Z3C3X	3843.24	4677.80	5512.36	82.16	37
L_6Z3Q6C	234.17	257.30	280.43	91.01	27
L_6Z3RFM	896.06	1046.40	1196.74	85.63	35
L_6Z3WWW	400.10	436.35	472.60	91.69	28
L_6Z5LGT	34.19	235.30	436.41	14.53	20
L_6Z74MX	786.94	935.50	1084.06	84.12	36
L_6ZFKNC	663.58	702.65	741.72	94.44	32
L_6ZH54R	116.77	147.90	179.03	78.95	16
L_6ZHCTN	327.28	470.35	613.42	69.58	16
L_6ZJLK3	270.02	326.80	383.58	82.62	33
L_6ZJP67	398.40	417.75	437.10	95.37	30
L_6ZK2N9	1532.82	1717.70	1902.58	89.24	29
L_6ZPJ5M	909.81	987.50	1065.19	92.13	33
L_6ZRWSB	739.43	844.10	948.77	87.60	74
L_6ZVN5Q	450.53	474.40	498.27	94.97	30
L_6ZW1BV	519.94	540.10	560.26	96.27	27
L_6ZW1FH	565.43	617.40	669.37	91.58	30
L_6ZXHHN	75.10	88.00	100.90	85.34	35
L_6ZZ0SD	495.90	530.30	564.70	93.51	35
L_6ZZFKJ	21.73	54.20	86.67	40.09	89
